businessZones,companyFullName,companyId,companyShortName,companySize,createTime,district,education,financeStage,industryField,positionName,salary
"['员村', '天河公园', '石牌']",广州富力地产股份有限公司,111643,富力地产,2000人以上,2018-11-22 08:36:55,天河区,本科,上市公司,"移动互联网,电子商务",高级配置管理工程师,13k-25k
"['棠下', '天河公园', '东圃']",广州火树网络科技有限公司,132320,火速SDK,15-50人,2018-11-21 14:47:54,天河区,大专,未融资,"移动互联网,游戏",iOS开发工程师,10k-20k
,广州卓动信息科技有限公司,42632,卓动信息科技,150-500人,2018-11-20 18:29:15,海珠区,不限,不需要融资,游戏,数据平台研发工程师,12k-20k
"['工业大道', '龙凤', '沙园']",广州凡科互联网科技股份有限公司,1311,凡科,150-500人,2018-11-22 16:54:06,海珠区,本科,上市公司,企业服务,大数据高级开发工程师,13k-26k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 14:43:33,天河区,大专,上市公司,游戏,游戏UI开发工程师,10k-20k
,广州极物网络有限公司,180956,极物,150-500人,2018-11-22 11:22:14,天河区,大专,A轮,"文化娱乐,移动互联网",运维工程师,6k-10k
,广州德思昂拉信息科技有限公司,127628,DCOnline,15-50人,2018-11-06 18:10:35,海珠区,本科,天使轮,"电子商务,生活服务",中级后端,10k-20k
,广州市高奈特网络科技有限公司,96929,高奈特,150-500人,2018-11-22 18:18:02,荔湾区,大专,上市公司,"信息安全,数据服务",高级测试工程师,15k-20k
,脸库科技（广州）有限公司,69524,facecool,15-50人,2018-11-22 11:38:51,黄埔区,本科,天使轮,移动互联网,IOS,6k-12k
"['瑞宝', '东晓', '晓港']",铂涛信息技术（广州）有限公司,29385,铂涛旅行,500-2000人,2018-11-22 09:25:32,海珠区,本科,未融资,"移动互联网,旅游",中间件运维工程师,15k-25k
"['棠下', '天园', '车陂']",广州酷狗计算机科技有限公司,336,酷狗音乐,500-2000人,2018-11-21 14:29:34,天河区,本科,不需要融资,"移动互联网,文化娱乐",PTBU-后端开发工程师,15k-25k
['石牌'],联通（广东）产业互联网有限公司,183533,联通（广东）产业互联网有限公司,500-2000人,2018-11-21 12:54:25,天河区,硕士,不需要融资,"移动互联网,医疗健康",医疗云产品研发,15k-25k
,广州易海司信息科技有限公司,90942,易海司,少于15人,2018-11-19 17:06:00,天河区,不限,未融资,"移动互联网,电子商务",IOS开发工程师,7k-12k
['鱼珠'],广州云徙科技有限公司,143873,云徙科技,500-2000人,2018-11-22 17:20:40,黄埔区,本科,A轮,"数据服务,移动互联网",数据平台架构师,25k-35k
,广州梦映动漫网络科技有限公司,128945,触漫,50-150人,2018-11-22 13:31:30,海珠区,本科,A轮,"移动互联网,文化娱乐",算法工程师,10k-20k
,广州亚美信息科技有限公司,37398,亚美,150-500人,2018-11-16 17:12:12,天河区,本科,不需要融资,移动互联网,系统运维工程师,10k-15k
,北京云族佳科技有限公司广州分公司,419772,北京云族佳科技有限公...,50-150人,2018-11-13 09:24:31,天河区,本科,B轮,"移动互联网,人工智能",测试工程师,9k-15k
['员村'],广州汇量信息科技有限公司,22045,Mobvista,500-2000人,2018-11-12 12:01:51,天河区,本科,上市公司,移动互联网,高级测试工程师,13k-26k
"['小北', '建设']",广东赛百威信息科技有限公司,40530,赛百威,150-500人,2018-11-22 19:41:39,越秀区,不限,不需要融资,"移动互联网,电子商务",Java技术经理,20k-25k
,广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-19 16:57:53,天河区,本科,上市公司,游戏,Node.js服务器端开发工程师,15k-25k
"['棠下', '天园', '车陂']",广州酷狗计算机科技有限公司,336,酷狗音乐,500-2000人,2018-11-21 14:29:36,天河区,本科,不需要融资,"移动互联网,文化娱乐",PTBU-数据仓库开发工程师,15k-30k
"['员村', '东圃', '棠下']",广州至真信息科技有限公司,54095,至真信息,150-500人,2018-11-21 11:02:29,天河区,本科,A轮,移动互联网,高级测试开发工程师,15k-20k
"['林和', '天河北']",广州市银兴计算机服务有限公司,243935,银兴,50-150人,2018-11-21 10:39:48,天河区,本科,上市公司,其他,数据分析工程师,13k-26k
,北京云思畅想科技有限公司,54359,时速云,50-150人,2018-11-22 09:44:01,天河区,本科,B轮,"企业服务,数据服务",售前工程师,15k-25k
"['东圃', '前进', '车陂']",广州艾克斯曼网络科技有限公司,160121,X-MEN,150-500人,2018-11-16 17:39:31,天河区,本科,不需要融资,游戏,c++开发工程师,13k-17k
,广汽蔚来新能源汽车科技有限公司,425365,广汽蔚来,150-500人,2018-11-22 19:39:20,南沙区,本科,不需要融资,其他,数据挖掘高级经理,20k-40k
['大学城'],广州市讯码通讯科技有限公司,170745,讯码科技,150-500人,2018-11-22 17:39:29,番禺区,本科,A轮,"移动互联网,生活服务",go/golang开发工程师,15k-25k
,广州线条信息科技有限公司,167745,SuperADS,50-150人,2018-11-22 10:21:18,天河区,本科,A轮,"移动互联网,广告营销",数据工程师,15k-25k
"['三元里', '机场路', '景泰']",北京欧拉数术科技有限公司,413864,北京欧拉数术科技有限公司,15-50人,2018-11-20 11:35:27,白云区,本科,不需要融资,"移动互联网,电子商务",后端开发工程师,10k-15k
"['新港', '岭南']",广东优德科技有限公司,143093,优德科技,少于15人,2018-11-19 14:10:49,海珠区,不限,未融资,"移动互联网,企业服务",iOS工程师,6k-12k
,广州星空计划科技有限公司,321033,星空计划,15-50人,2018-11-22 18:10:00,番禺区,不限,天使轮,移动互联网,全栈开发工程师,10k-20k
"['解放南', '大新', '海珠广场']",广州大麦信息科技有限公司,13709,大麦电商,150-500人,2018-11-22 15:01:55,越秀区,本科,天使轮,"电子商务,企业服务",前端工程师,7k-14k
"['珠江新城', '沙河']",广州英赛特软件有限公司,385686,广州英赛特软件,50-150人,2018-11-20 10:34:01,天河区,本科,不需要融资,"电子商务,企业服务",大数据开发工程师,10k-18k
"['珠江新城', '猎德', '石牌']",广州灵犀信息技术有限公司,400471,灵犀信息,15-50人,2018-11-11 10:39:21,天河区,本科,不需要融资,"移动互联网,金融",运维工程师,10k-15k
"['天园', '天河公园', '棠下']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-21 14:43:34,天河区,本科,上市公司,游戏,数据仓库开发工程师（ETL）,15k-20k
,广州线条信息科技有限公司,167745,SuperADS,50-150人,2018-11-22 10:21:20,天河区,本科,A轮,"移动互联网,广告营销",高级算法工程师,25k-40k
,广州星空计划科技有限公司,321033,星空计划,15-50人,2018-11-22 18:10:00,番禺区,本科,天使轮,移动互联网,运维开发工程师,10k-20k
,广州太平洋电脑信息咨询有限公司,992,太平洋网络有限公司,500-2000人,2018-11-22 17:48:02,天河区,大专,上市公司,"电子商务,生活服务",高级SEO工程师,8k-15k
,广州维胜信息技术有限公司,99071,搜款网 VVIC,150-500人,2018-11-22 10:09:00,天河区,本科,A轮,"电子商务,企业服务",高级前端开发工程师,15k-30k
,北京金山软件有限公司,7835,金山办公软件,2000人以上,2018-11-21 14:52:38,天河区,不限,上市公司,移动互联网,高级服务端开发工程师（高并发）,15k-30k
"['棠下', '天园', '车陂']",广州酷狗计算机科技有限公司,336,酷狗音乐,500-2000人,2018-11-21 14:29:38,天河区,本科,不需要融资,"移动互联网,文化娱乐",ZBBU-数据仓库开发工程师,15k-30k
"['五山', '石牌', '天河北']",广州小丑鱼信息科技有限公司,55605,广州小丑鱼,50-150人,2018-11-15 14:11:57,天河区,本科,不需要融资,游戏,（2019届）客户端开发工程师,6k-10k
['琶洲'],星汉（广州）科技有限公司,296449,星汉科技,150-500人,2018-11-22 18:15:46,海珠区,本科,B轮,"移动互联网,游戏",高级后端开发工程师（C++）,15k-30k
"['员村', '东圃', '棠下']",泛纬科技（广州）有限公司,424227,Focwork,15-50人,2018-11-22 09:26:28,天河区,不限,不需要融资,移动互联网 企业服务,高级运维开发工程师,15k-30k
,广州准捷电子科技有限公司,59652,准捷车联网,15-50人,2018-11-20 19:16:04,天河区,大专,不需要融资,移动互联网、硬件,php开发工程师,6k-12k
"['天园', '天河公园', '棠下']",深圳市点购电子商务有限公司广州分公司,23686,点购商城,150-500人,2018-11-19 17:18:01,天河区,大专,C轮,金融,DBA工程师,15k-25k
,武汉佰钧成技术有限责任公司,16831,武汉佰钧成技术有限公司,2000人以上,2018-11-19 15:43:27,天河区,本科,不需要融资,移动互联网,测试工程师,13k-18k
"['石牌', '珠江新城', '猎德']",广州赫赫信息科技有限公司,24504,手游圈内人,150-500人,2018-11-19 09:55:50,天河区,本科,未融资,"游戏,文化娱乐",手游客户端开发工程师（2019校招）,8k-16k
"['五山', '石牌', '天河北']",蓝月亮（中国）有限公司,24265,蓝月亮,2000人以上,2018-11-22 09:17:11,天河区,本科,不需要融资,生活服务,（高级）算法工程师,18k-30k
"['冼村', '珠江新城', '沙河']",广州博冠信息科技有限公司,22790,网易游戏,2000人以上,2018-11-19 16:57:57,天河区,本科,上市公司,游戏,资深/高级前端开发工程师,15k-25k
['棠下'],广州线条信息科技有限公司,167745,SuperADS,50-150人,2018-11-22 10:21:18,天河区,本科,A轮,"移动互联网,广告营销",高级测试工程师,8k-12k
['天河城'],广州银行股份有限公司信用卡中心,199056,广州银行信用卡中心,2000人以上,2018-11-19 10:39:53,天河区,本科,不需要融资,金融,数据开发工程师,10k-20k
,广州尼莫鱼科技有限公司,369912,尼莫鱼科技,50-150人,2018-10-23 19:44:44,天河区,本科,A轮,移动互联网,大数据开发工程师,21k-29k
"['新港', '赤岗', '客村']",腾讯科技(深圳)有限公司,451,腾讯,2000人以上,2018-11-22 17:50:44,海珠区,本科,上市公司,"移动互联网 ,游戏",WXG06-113 微信支付后台开发工程师（广州）,20k-40k
,广州美亚尚途国际旅行社有限公司,50215,美亚商旅,150-500人,2018-11-21 17:10:12,海珠区,大专,不需要融资,电子商务,Node.js开发工程师,6k-12k
"['新港', '赤岗', '客村']",广州优提示互联网科技有限公司,63827,优提示,50-150人,2018-11-21 16:40:39,海珠区,本科,A轮,移动互联网,PHP后台开发工程师,8k-16k
"['体育中心', '天河城', '沙河']",广州市汇聚支付电子科技有限公司,113687,汇聚支付,150-500人,2018-11-19 10:48:29,天河区,本科,不需要融资,"金融,移动互联网",高级Java工程师（跨境事业部）,16k-22k
['棠下'],浙江星飞信息技术有限公司,223587,星飞,150-500人,2018-11-19 10:10:04,天河区,本科,天使轮,游戏,服务端研发工程师（中级）,10k-16k
,广州黑胡子游戏开发有限公司,173177,BBGAME,50-150人,2018-11-15 16:01:30,天河区,本科,天使轮,游戏,运维开发,10k-15k
"['岭南', '建设', '黄花岗']",上海并擎软件科技有限公司,79807,并擎,50-150人,2018-11-02 14:49:24,越秀区,本科,不需要融资,"移动互联网,企业服务",技术支持工程师,6k-12k
"['天河城', '石牌']",广州酷码教育咨询有限公司,319988,广州酷码教育咨询有限公司,150-500人,2018-11-22 17:17:27,天河区,大专,A轮,教育,产品研发助理,5k-7k
"['员村', '天河公园', '石牌']",上海莱壳企业管理有限公司,416006,wlaike,150-500人,2018-11-22 12:35:31,天河区,本科,B轮,"移动互联网,企业服务",高级推荐算法工程师,30k-60k
,广州虚拟动力网络技术有限公司,375394,广州虚拟动力,50-150人,2018-11-22 10:32:18,天河区,本科,不需要融资,硬件,高级C++软件工程师,10k-20k
,广东正品信息科技有限公司,302137,正品集团,150-500人,2018-11-22 10:22:45,天河区,大专,未融资,移动互联网,区块链架构师,15k-30k
